key,source,target
ST_UIArena/Currency_Info1,Earn Currency,Irabazi dirua
ST_UIArena/Custom_Edit2,Edit Modifiers,Editatu Aldagarriak
ST_UIArena/Custom_Edit,Edit Modifiers & Outfit,Editatu Aldagarriak eta Janzkera
ST_UIArena/Section_GoTo,Go Next,Jarraitu
ST_UIArena/Active_Modifiers_Shortcut,Go to Active Modifiers,Joan Gaitutako Aldagarrietara
ST_UIArena/Goals_Info1,Goals Rewards,Helburuaren sariak
ST_UIArena/Outro_GoldenStamps,Gold,Urrea
ST_UIArena/Tips_Hide,Hide Tips,Gorde aholkuak
ST_UIArena/Description_Infos,Infos,Informazioa
ST_UIArena/LastArea,Last Area,Azken eremua
ST_UIArena/LastSection,Last Section,Azken atala
ST_UIArena/LastTarget,Last Target,Azken jomuga
ST_UIArena/LastWave,Last Wave,Azken olatua
ST_UIArena/Batch_Lock,Locked,Blokeatuta
ST_UIArena/ModifiersAndOutfit,Modifiers & Outfit,Aldagarriak eta Janzkera
ST_UIArena/Batch_New,New,Berria
ST_UIArena/NewChallenges_Popup1,New Challenges Unlocked,Erronka berria desblokeatuta
ST_UIArena/NoModifier,No Modifier,Aldagarririk ez
ST_UIArena/Objective,Objective,Helburua
ST_UIArena/Outro_Over,Over,Gehiago 
ST_UIArena/ChallengeRestart,Restart the Challenge,Berriz hasi erronka
ST_UIArena/ArenaPauseMenu_Scoring,Scoring,Puntuazioa
ST_UIArena/Sections,Sections,Atalak
ST_UIArena/Tips_Show,Show Tips,Erakutsi aholkuak
ST_UIArena/CustomModifiers_Info3,Some other Modifiers can only be unlocked and used in Story Mode.,Beste Aldagarri batzuk Istorio moduan bakarrik desblokeatu daitezke.
ST_UIArena/Targets,Targets,Jomuga
ST_UIArena/UnavailableModifier_Popup,This Modifier cannot be used in Arenas Custom Mode.,Aldagarri hau ezin da ARENA modu pertsonalizatuan erabili.
ST_UIArena/Descrption_Tips,Tips,Aholkuak
ST_UIArena/Nav_ToggleCheats,Toggle Cheats,Gaitu tranpak
ST_UIArena/Custom_Toggle,Toggle Custom,Gaitu pertsonalizazioa
ST_UIArena/CustomModifiers_Info,Toggle on Custom Mode in order to play with your Custom Modifiers.,Gaitu modu pertsonalizatua Aldagarri pertsonalizatuekin aritu ahal izateko.
ST_UIArena/CustomOutfit_Info,Toggle on Custom Mode in order to play with your Custom Outfit.,Gaitu modu pertsonalizatua Janzkera pertsonalizatuekin aritu ahal izateko.
ST_UIArena/Outro_Under,Under,Gutxiago 
ST_UIArena/SurviveGoldenStarOutro,Under {0} hits,{0} kolpe baino gutxiago
ST_UIArena/Batch_Unlock,Unlock,Desblokeatu
ST_UIArena/Waves,Waves,Olatu
ST_UIArena/Years,Years,Urteak
ST_UIArena/CustomModifiers_Info2,You have not selected any Custom Modifiers. Toggle on Custom Mode to play Challenges without Modifiers.,Ez duzu Aldagarri Pertsonalizaturik aukeratu. Gaitu modu Pertsonalizatua erronketan Aldagarririk gabe parte hartu ahal izateko.
ST_UIArena/CustomMode_Popup,You have {0} Custom Modifiers selected. Do you want to toggle on Custom Mode?,{0} Aldagarri Pertsonalizatu aukeratu dituzu. Modu Pertsonalizatua gaitu nahi duzu?
ST_UIArena/NewChallenges_Popup2,You reached {0} Tiger Stamps! Now you can try a selection of new challenges from various arenas and obtain Dragon Stamps.,{0} Tigre Zigilu lortu dituzu! Hainbat ARENAtako erronka berriak probatu eta Dragoi Zigiluak lortu ditzakezu.
ST_UIArena/CustomMode_Popup2,You selected a Custom Outfit. Do you want to toggle on Custom Mode?,Janzkera Pertsonalizatua aukeratu duzu. Modu Pertsonalizatua gaitu nahi duzu?
ST_UIArena/Custom_Cheats_Nb,{0} Custom Modifiers,{0} Aldagarri Pertsonalizatu
UI_Cheats/ARENA_Health_1HP,1 health point,Osasun puntu 1
UI_Cheats/Cheats_Movesets_Agile_Description,"A dynamic and aerial moveset, intertwining quick movements and leg strikes.","Aireko mugimendu sorta dinamikoa, mugimendu azkarrak eta hanka erasoak tartekatzen dituena."
UI_Cheats/Cheat_Movesets_Brawler_Description,A headstrong moveset focused on body blows and heavy punches.,Gorputzeko kolpeetan eta ukabilkada astunetan oinarritutako mugimendu sorta setatsua.
UI_Cheats/Cheat_Movesets_Master_Description,"A technical yet effective moveset, including alternative forms of Pak Mei attacks like claw strikes.","Mugimendu sorta teknikoa baina eraginkorra, Pak Mei erasoen forma alternatiboak dituena, atzapar erasoa adibidez."
UI_Cheats/MODIFIER_BulletTime_Action_Name,Action,Ekintza
UI_Cheats/MODIFIER_EnemyLevel_Weaker_Description,Advanced enemies get a weaker variation. Is a modifier in Student difficulty only.,Etsai aurreratuek aldaera ahulagoa dute. Ikasle zaitasunean bakarrik dagoen aldagarria da.
UI_Cheats/ARENA_Vampire,Age decreases upon beating some enemies,Adina gutxituz doa etsai batzuk garaitu ahala.
UI_Cheats/Base_Movesets_Agile,Agile,Bizitasuna
UI_Cheats/MODIFIER_ShrineRewards_AllAtMax_Name,All (Max),Guztiak maximoan
UI_Cheats/MODIFIER_SimultaneousThreats_Description,"All enemies attack whenever they can, independently from each other.","Etsai guztiek ahal dutenean egingo dute eraso, gainontzekoak kontutan izan gabe."
UI_Cheats/MODIFIER_RandomMoveset_Description,All enemies use a random attack moveset.,Etsai guztiek ausazko mugimendu sorta erabiliko dute.
UI_Cheats/MODIFIER_ToyImpact_Description,All hits make squeaky toy sounds.,Kolpe guztiek gomazko jostailuen soinua egingo dute.
UI_Cheats/ARENA_ShrineRewards_AllAtMax,All shrine bonuses,Erlikietako sari guztiak
UI_Cheats/MODIFIER_ShrineRewards_Deactivated_Description,All shrine rewards are disabled.,Erlikietako sari guztiak desgaituta daude.
UI_Cheats/MODIFIER_Skills_Deactivated_Description,All skills are disabled.,Abilezia guztiak desgaituta daude.
UI_Cheats/MODIFIER_Skills_All_Name,All unlocked,Dena desblokeatuta
UI_Cheats/MODIFIER_LowVoicePitch_Description,All voices are pitched down.,Ahots guztiak baxuak dira.
UI_Cheats/MODIFIER_HighVoicePitch_Description,All voices are pitched up.,Ahots guztiak altuak dira.
UI_Cheats/MODIFIER_Health_1HP_Description,Any damage to your health kills you.,Osasunean hartzen duzun edozein minek hil egingo zaitu.
UI_Cheats/MODIFIER_Lifeline_Description,Any hit breaking your structure instantly kills you.,Desorekatzen zaituen edozein kolpek hil egingo zaitu.
UI_Cheats/MODIFIER_Guard_AutoAvoid_Name,Auto Avoid,Autoekidin
UI_Cheats/MODIFIER_AutoDefense_Name,Auto Defense,Autobabesa
UI_Cheats/MODIFIER_Guard_AutoDeflect_Name,Auto Deflect,Autobaztertu
UI_Cheats/ARENA_Guard_AutoAvoid,Auto avoid on guard,Autoekidin babesterakoan
UI_Cheats/ARENA_Guard_AutoDeflect,Auto deflect on guard,Autobaztertu babesterakoan
UI_Cheats/MODIFIER_AutoDefense_Description,Automatic defense move triggered when an enemy hit you in Guard,"Babesten ari zaren bitartean etsaien batek jotzen bazaitu, defentsa mugimendu bat automatikoki gaituko da."
UI_Cheats/UNLOCK_Feat_AvoidYang,Avoid 10 consecutive attacks from Yang.,Ekidin Yang-en 10 eraso jarraian.
UI_Cheats/MODIFIER_OffensiveAvoid_Description,Avoiding attacks deals damage to the avoided enemy.,Erasoak ekiditeak etsaiaren mina ematen dio.
UI_Cheats/ARENA_OffensiveAvoid,Avoids deal damage,Ekiditeak mina ematen du
UI_Cheats/Cheat_HammerKick_Description,Axe kick that stuns an enemy.,Etsaia zorabiatzen duen orpo-ostikada.
UI_Cheats/MODIFIER_GoldenWeapon_BambooStick_Name,Bamboo Stick,Banbu-makila
UI_Cheats/MODIFIER_NoEnvironmentalWeapons_Name,Barehanded,Esku-hutsik
UI_Cheats/MODIFIER_GoldenWeapon_Bat_Name,Bat,Batea
UI_Cheats/UNLOCK_Fajar_NoHit,"Beat Fajar, the Botanist, without taking any hit.","Garaitu Fajar, Botanikaria, kolperik jaso gabe."
UI_Cheats/UNLOCK_Jinfeng_NoHit,"Beat Jinfeng, the CEO, without taking any hit.","Garaitu Jinfeng, CEO-a, kolperik jaso gabe."
UI_Cheats/UNLOCK_Kuroki_NoHit,"Beat Kuroki, the Artist, without taking any hit.","Garaitu Kuroki, Artista, kolperik jaso gabe."
UI_Cheats/UNLOCK_Sean_NoHit,"Beat Sean, the Fighter, without taking any hit.","Garaitu Sean, Borrokalaria, kolperik jaso gabe."
UI_Cheats/UNLOCK_Yang_NoHit,"Beat Yang, the Master, without taking any hit.","Garaitu Yang, Nagusia, kolperik jaso gabe."
UI_Cheats/MODIFIER_Pendant_Vampire_Description,Beating some specific enemies decreases your age by one. Is a modifier in Student difficulty only.,Etsai jakin batzuk garaitzean zure adina urte batean jaitsiko da. Ikasle zailtasunean bakarrik dago aldagarri hau.
UI_Cheats/Cheat_BounceKick_Title,Bounce Kick,Errebote ostikada
UI_Cheats/Base_Movesets_Brawler,Brawler,Bazter-nahaslea
UI_Cheats/MODIFIER_GoldenWeapon_Broom_Name,Broom,Erratza
UI_Cheats/MODIFIER_BulletTime_Name,Bullet Time,Bala-denbora
UI_Cheats/InfiniteStructure_Unlock,Catch a Throwable and throw it back to your opponent.,Hartu zuri botatako objektu jaurtigarri bat eta itzuli arerioari bueltan.
UI_Cheats/MODIFIER_HealthManagement_Description,Change enemy health management.,Aldatu etsaien osasun kudeaketa
UI_Cheats/MODIFIER_DoubleDamage_Default_Description,Change how much damage enemy attacks deal.,Aldatu etsaien erasoek emandako mina.
UI_Cheats/MODIFIERS_Voices_Description,Change how the voices sound.,Aldatu ahotsen soinua.
UI_Cheats/MODIFIER_HealthRecovery_Description,Change how your health gets restored.,Aldatu zure osasuna nola berreskuratzen den.
UI_Cheats/MODIFIER_EnemyAppearance_Description,Change the appearance of enemies.,Aldatu etsaien itxura.
UI_Cheats/MODIFIER_AttackSpeed_Description,Change the build-up speed of enemy attacks.,Aldatu etsaien erasotze-abiadura.
UI_Cheats/MODIFIER_EnemyLevel_Description,Change the difficulty level of enemies.,Aldatu etsaien zailtasun maila.
UI_Cheats/MODIFIER_Focus_Description,Change your Focus behavior.,Aldatu zure Fokatzearen jokabidea.
UI_Cheats/MODIFIER_Guard_Description,Change your guard behavior.,Aldatu zure babesaren jokabidea.
UI_Cheats/MODIFIER_Health_Description,Change your health behavior.,Aldatu zure osasunaren jokabidea.
UI_Cheats/MODIFIER_Pendant_Description,Change your pendant behavior.,Aldatu zure zintzilikarioaren jokabidea.
UI_Cheats/MODIFIER_Structure_Default_Description,Change your structure behavior.,Aldatu zure orekaren jokabidea.
UI_Cheats/MODIFIER_Randomizer_Repartition_CheatsOnly,Cheats Only,Tranpak bakarrik
UI_Cheats/Base_Moveset_Master_XXXY,Claw Strikes,Atzapar erasoak
UI_Cheats/Underwater_Unlock,Clear Hideout 1 in Disciple difficulty or higher.,Gainditu 1. Gordelekua Dizipulu zailtasunean edo handiagoan.
UI_Cheats/GoldenWeapon_Unlock,Clear Hideout 2 in Disciple difficulty or higher.,Gainditu 2. Gordelekua Dizipulu zailtasunean edo handiagoan.
UI_Cheats/SoftGuard_Unlock,Clear Hideout 2 in Master difficulty.,Gainditu 2. Gordelekua Maisu zailtasunean edo handiagoan.
UI_Cheats/Frail_Unlock,Clear Hideout 3 in Master difficulty.,Gainditu 3. Gordelekua Maisu zailtasunean edo handiagoan.
UI_Cheats/ShrineMaster_Unlock,Clear Hideout 4 in Disciple difficulty or higher.,Gainditu 4. Gordelekua Dizipulu zailtasunean edo handiagoan.
UI_Cheats/TheFinalFrontier_Unlock,Clear Hideout 5 in Disciple difficulty or higher.,Gainditu 5. Gordelekua Dizipulu zailtasunean edo handiagoan.
UI_Cheats/Scarred_Unlock,Clear Hideout 5 in Master difficulty.,Gainditu 5. Gordelekua Maisu zailtasunean edo handiagoan.
UI_Cheats/UNLOCK_Hideout2_20yo,Clear The Club at 20 years old in Disciple or higher difficulty.,Gainditu Kluba 20 urterekin Dizipulu zailtasunean edo handiagoan.
UI_Cheats/UNLOCK_Hideout2_Points,Clear The Club in Disciple difficulty or higher with at least X points.,Gainditu Kluba Dizipulu zailtasunean edo handiagoan gutxienez X punturekin.
UI_Cheats/UNLOCK_Hideout2,Clear The Club in Disciple difficulty or higher.,Gainditu Kluba Dizipulu zailtasunean edo zailagoan.
UI_Cheats/UNLOCK_Hideout2_Hard,Clear The Club in Master difficulty.,Gainditu Kluba Maisu zailtasunean.
UI_Cheats/UNLOCK_Hideout2_UnderAge,Clear The Club under X years old.,Gainditu Kluba X urte baino gutxiagorekin.
UI_Cheats/UNLOCK_Hideout3_20yo,Clear The Museum at 20 years old in Disciple or higher difficulty.,Gainditu Museoa 20 urterekin Dizipulu zailtasunean edo handiagoan.
UI_Cheats/UNLOCK_Hideout3_Points,Clear The Museum in Disciple difficulty or higher with at least X points.,Gainditu Museoa Dizipulu zailtasunean edo handiagoan gutxienez X punturekin.
UI_Cheats/UNLOCK_Hideout3,Clear The Museum in Disciple difficulty or higher.,Gainditu Museoa Dizipulu zailtasunean edo zailagoan.
UI_Cheats/UNLOCK_Hideout3_Hard,Clear The Museum in Master difficulty.,Gainditu Museoa Maisu zailtasunean.
UI_Cheats/UNLOCK_Hideout3_UnderAge,Clear The Museum under X years old.,Gainditu Museoa X urte baino gutxiagorekin.
UI_Cheats/UNLOCK_Hideout5_20yo,Clear The Sanctuary at 20 years old in Disciple or higher difficulty.,Gainditu Santutegia 20 urterekin Dizipulu zailtasunean edo handiagoan.
UI_Cheats/UNLOCK_Hideout5_Points,Clear The Sanctuary in Disciple difficulty or higher with at least X points.,Gainditu Santutegia Dizipulu zailtasunean edo handiagoan gutxienez X punturekin.
UI_Cheats/UNLOCK_Hideout5,Clear The Sanctuary in Disciple difficulty or higher.,Gainditu Santutegia Dizipulu zailtasunean edo zailagoan.
UI_Cheats/UNLOCK_Hideout5_Hard,Clear The Sanctuary in Master difficulty.,Gainditu Santutegia Maisu zailtasunean.
UI_Cheats/UNLOCK_Hideout5_UnderAge,Clear The Sanctuary under X years old.,Gainditu Santutegia X urte baino gutxiagorekin.
UI_Cheats/UNLOCK_Hideout1_20yo,Clear The Squats at 20 years old in Disciple or higher difficulty.,Gainditu Okupa eremua 20 urterekin Dizipulu zailtasunean edo handiagoan.
UI_Cheats/UNLOCK_Hideout1_Points,Clear The Squats in Disciple difficulty or higher with at least X points.,Gainditu Okupa eremua Dizipulu zailtasunean edo handiagoan gutxienez X punturekin.
UI_Cheats/UNLOCK_Hideout1,Clear The Squats in Disciple difficulty or higher.,Gainditu Okupa eremua Dizipulu zailtasunean edo zailagoan.
UI_Cheats/UNLOCK_Hideout1_Hard,Clear The Squats in Master difficulty.,Gainditu Okupa eremua Maisu zailtasunean.
UI_Cheats/UNLOCK_Hideout1_UnderAge,Clear The Squats under X years old.,Gainditu Okupa eremua X urte baino gutxiagorekin.
UI_Cheats/UNLOCK_Hideout4_20yo,Clear The Tower at 20 years old in Disciple or higher difficulty.,Gainditu Dorrea 20 urterekin Dizipulu zailtasunean edo handiagoan.
UI_Cheats/UNLOCK_Hideout4_Points,Clear The Tower in Disciple difficulty or higher with at least X points.,Gainditu Dorrea Dizipulu zailtasunean edo handiagoan gutxienez X punturekin.
UI_Cheats/UNLOCK_Hideout4,Clear The Tower in Disciple difficulty or higher.,Gainditu Dorrea Dizipulu zailtasunean edo zailagoan.
UI_Cheats/UNLOCK_Hideout4_Hard,Clear The Tower in Master difficulty.,Gainditu Dorrea Maisu zailtasunean.
UI_Cheats/UNLOCK_Hideout4_UnderAge,Clear The Tower under X years old.,Gainditu Dorrea X urte baino gutxiagorekin.
UI_Cheats/MODIFIER_CostlySetup_Name,Costly Setup,Dekoratu garestia
UI_Cheats/Base_CrookedFoot_Title,Crooked Foot,Oin gurutzatua
UI_Cheats/Base_GroundPunch_Title,Crotch Punch,Ukabilkada hankartean
UI_Cheats/Cheat_YangGroundPunch_Title,Crotch Strikes,Hankartera erasoak
UI_Cheats/Cheat_Sweep_Title,Crouch Sweep,Ekorketa Uzkurtuta
UI_Cheats/Cheat_RisingFalcon_Description,Crouch high kick.,Ostikada altua uzkurtuta.
UI_Cheats/Cheat_YangGroundPunch_Description,Crouch punch followed by a rising claw strike.,"Ukabilkada uzkurtuta, goranzko atzapar eraso batek jarraituta."
UI_Cheats/Cheat_Sweep_Description,Crouched spin kick knocking down enemies around you.,"Ostikada birakaria uzkurtuta, inguruko etsaiak lurrera botatzeko."
UI_Cheats/MODIFIER_DamageMultiplier_Name,Damage Multiplier,Min biderkatzailea
UI_Cheats/MODIFIER_DoubleDamage_Name,Damage Multiplier,Min biderkatzailea
UI_Cheats/ARENA_Pendant_HardDeathCounter,Death counter does not decrease,Heriotz kontagailua ez da jaisten.
UI_Cheats/Base_Movesets_Default_Name,Default,Lehenetsia
UI_Cheats/MODIFIER_AgeSelection_Default_Name,Default,Lehenetsia
UI_Cheats/MODIFIER_AttackSpeed_Default_Name,Default,Lehenetsia
UI_Cheats/MODIFIER_DamageMultiplier_Default_Name,Default,Lehenetsia
UI_Cheats/MODIFIER_DoubleDamage_Default,Default,Lehenetsia
UI_Cheats/MODIFIER_EnemyAppearance_Default_Name,Default,Lehenetsia
UI_Cheats/MODIFIER_EnemyLevel_Default_Name,Default,Lehenetsia
UI_Cheats/MODIFIER_Focus_Default,Default,Lehenetsia
UI_Cheats/MODIFIER_Guard_Default_Name,Default,Lehenetsia
UI_Cheats/MODIFIER_HealthManagement_Default_Name,Default,Lehenetsia
UI_Cheats/MODIFIER_Health_Default_Name,Default,Lehenetsia
UI_Cheats/MODIFIER_Pendant_Default_Name,Default,Lehenetsia
UI_Cheats/MODIFIER_ShrineRewards_Default_Name,Default,Lehenetsia
UI_Cheats/MODIFIER_Skills_Default_Name,Default,Lehenetsia
UI_Cheats/MODIFIER_Structure_Default_Name,Default,Lehenetsia
UI_Cheats/MODIFIER_Voices_Default_Name,Default,Lehenetsia
UI_Cheats/MODIFIER_Health_Default_Description,Default health behavior.,Lehenetsitako osasunaren jokabidea.
UI_Cheats/MODIFIER_ShrineRewards_Default_Description,Default shrine rewards behavior.,Lehenetsitako erlikietako sarien jokabidea.
UI_Cheats/MODIFIER_Skills_Default_Description,Default skills behavior.,Lehenetsitako abilezien jokabidea.
UI_Cheats/MODIFIER_InstantStructureBreakAlt_Description,Deflects deal tremendous damage to enemy structure.,Baztertzean etsaien orekan sekulako mina eragiten duzu.
UI_Cheats/MODIFIER_InstantStructureBreak_Description,Deflects instantly structure-breaks enemies.,Baztertzeak berehala desorekatzen ditu etsaiak.
UI_Cheats/MODIFIER_BulletTime_Disabled_Name,Disabled,Desgaituta
UI_Cheats/MODIFIER_Focus_Disabled_Name,Disabled,Desgaituta
UI_Cheats/MODIFIER_OnePunchDefault_Name,Disabled,Desgaituta
UI_Cheats/MODIFIER_ShrineRewards_Deactivated_Name,Disabled,Desgaituta
UI_Cheats/MODIFIER_Skills_Deactivated_Name,Disabled,Desgaituta
UI_Cheats/General_Disciple,Disciple,Dizipulua
UI_Cheats/MODIFIER_Doppelgangers_Name,Doppelgangers,Berdinak
UI_Cheats/MODIFIER_MCDoubleHealth_Name,Double Health,Osasun bikoitza
UI_Cheats/Cheat_CobraDoubleBite_Title,Double Kick,Ostikada bikoitza
UI_Cheats/Cheat_JumpKnee_Description,Double knee hits that withstand attacks.,Erasoak jasaten dituen belaun-kolpe bikoitza.
UI_Cheats/MODIFIER_MCDoubleHealth_Description,Doubles your base health.,Zure oinarrizko osasuna bikoizten du.
UI_Cheats/Base_GuardBreak_Title,Duck Strike,Erasoa makurtuta
UI_Cheats/MODIFIER_Pendant_ReversedAging_Description,"Each death makes you younger. Game Over when you go under 20 years old.
On a new run, you start at 70 years old.","Heriotz bakoitzak gazteago egiten zaitu. 20 urteren azpitik gelditzean jokoa bukatuko da.
Partida berrian 70 urterekin hasiko zara."
UI_Cheats/Cheat_DeadlyWaltz_Title,Elbow Combination,Ukondo konbinazioa
UI_Cheats/Cheat_ElbowStrike_Title,Elbow Strike,Ukondo erasoa
UI_Cheats/MODIFIER_WalkOnly_Description,Enemies can only move by walking.,Etsaiak oinez bakarrik mugi daitezke.
UI_Cheats/ARENA_OnePunchMan,Enemies die in one hit,Etsaiak kolpe bakarrarekin hilko dira.
UI_Cheats/MODIFIER_OnePunchMan_Description,Enemies die on the first successful hit.,Etsaiak lehenengo kolpe arrakastatsuan hilko dira.
UI_Cheats/MODIFIER_MenAtArms_Description,Enemies do not drop their weapons until being defeated.,Etsaiek ez dituzte armak botako gainditzen dituzun arte.
UI_Cheats/MODIFIER_JackieChan_Description,"Enemies do not take any type of damage until they have received environmental damages (thrown item, wallsplash, fall...).","Etsaiek ez dute inolako minik jasoko, ingurunearekin mina eman arte (objektuak jaurti, paretaren kontra jo, erorikoak...)."
UI_Cheats/MODIFIER_SlapstickFights_Description,"Enemies do not take any type of damage until they have received environmental damages (thrown item, wallsplash, fall...).","Etsaiek ez dute inolako minik jasoko, ingurunearekin mina eman arte (objektuak jaurti, paretaren kontra jo, erorikoak...)."
UI_Cheats/MODIFIER_HealthManagement_OnlyStructure_Description,Enemies do not use health.,Etsaiek ez dute osasunik erabiltzen.
UI_Cheats/MODIFIER_HealthManagement_OnlyHealth_Description,Enemies do not use structure.,Etsaiek ez dute orekarik erabiltzen.
UI_Cheats/MODIFIER_Doppelgangers_Description,Enemies have a similar appearance to yours.,Etsaiek zure itxuraren antzekoa dute.
UI_Cheats/MODIFIER_AttackSpeed_Default_Description,Enemies have their default attack speed.,Etsaiek lehenetsitako eraso abiadura dute.
UI_Cheats/MODIFIER_EnemyLifesteal_Description,Enemies recover some health and structure each time they hit you.,Etsaiek osasun eta oreka apur bat berreskuratzen dute jotzen zaituzten bakoitzean.
UI_Cheats/ARENA_EnemyLifesteal,Enemies: Attacks steal life,Etsaiak: Erasoek bizitza lapurtzen dute
UI_Cheats/ARENA_Doppelgangers,Enemies: Doppelganger,Etsaiak: Berdinak
UI_Cheats/ARENA_AttackSpeed_Faster,Enemies: Faster attacks,Etsaiak: Eraso azkarragoak
UI_Cheats/ARENA_RelentlessGoons,Enemies: Grunts buffed on takedown,Etsaiak: Lekaioak eraistean indartu egiten dira
UI_Cheats/ARENA_HealthManagement_OnlyStructure,Enemies: Infinite health,Etsaiak: Osasun amaigabea
UI_Cheats/ARENA_HealthManagement_OnlyHealth,Enemies: Infinite structure,Etsaiak: Oreka amaigabea
UI_Cheats/ARENA_SlapstickFights,Enemies: Invincible until environmental damage,Etsaiak: Garaiezina ingurunearekin mina eman arte
UI_Cheats/ARENA_InvisibleEnemies,Enemies: Invisible,Etsaiak: Ikusezinak
UI_Cheats/ARENA_SimultaneousThreats,Enemies: Not taking turns to attack,Etsaiak: Ez dira erasotzeko txandakatzen
UI_Cheats/ARENA_RandomMoveset,Enemies: Random movesets,Etsaiak: Ausazko mugimendu sortak
UI_Cheats/ARENA_AttackSpeed_Slower,Enemies: Slower attacks,Etsaiak: Eraso motelagoak
UI_Cheats/ARENA_EnemyLevel_Stronger,Enemies: Stronger,Etsaiak: Indartsuago
UI_Cheats/ARENA_WalkOnly,Enemies: Walk only,Etsaiak: Oinez bakarrik
UI_Cheats/ARENA_EnemyLevel_Weaker,Enemies: Weaker,Etsaiak: Ahulagoak
UI_Cheats/ARENA_WeaponsMasters,Enemies: Weapon damage increased,Etsaiak: Armen mina handituta
UI_Cheats/ARENA_MenAtArms,"Enemies: Weapons don't drop",Etsaiak: Ez dituzte armak botako
UI_Cheats/ARENA_DamageMultiplier_x0.5,Enemies: x0.5 damage,Etsaiak: x0.5 mina
UI_Cheats/ARENA_DamageMultiplier_x0.75,Enemies: x0.75 damage,Etsaiak: x0.75 mina
UI_Cheats/ARENA_DamageMultiplier_x2,Enemies: x2 damage,Etsaiak: x2 mina
UI_Cheats/ARENA_DamageMultiplier_x3,Enemies: x3 damage,Etsaiak: x3 mina
UI_Cheats/ARENA_DamageMultiplier_x4,Enemies: x4 damage,Etsaiak: x4 mina
UI_Cheats/MODIFIER_EnemyAppearance_Name,Enemy Appearance,Etsaien itxura
UI_Cheats/MODIFIER_AttackSpeed_Name,Enemy Attack Speed,Etsaien eraso abiadura
UI_Cheats/MODIFIER_EnemyLevel_Name,Enemy Level,Etsaien maila
UI_Cheats/MODIFIER_EnemyWalkOnly_Name,Enemy Walk Only,Etsaia oinez bakarrik
UI_Cheats/MODIFIER_DamageMultiplier_Default_Description,Enemy attacks deal default damage.,Etsaien erasoek lehenetsitako mina emango dute.
UI_Cheats/MODIFIER_DamageMultiplier_x4_Description,Enemy attacks deal four times as much damage.,Etsaien erasoek minaren laukoitza emango dute.
UI_Cheats/MODIFIER_DamageMultiplier_x0.5_Description,Enemy attacks deal half less damage.,Etsaien erasoek minaren erdia emango dute.
UI_Cheats/MODIFIER_DamageMultiplier_x0.75_Description,Enemy attacks deal slightly less damage.,Etsaien erasoek mina pixka bat gutxiago emango dute.
UI_Cheats/MODIFIER_DamageMultiplier_x3_Description,Enemy attacks deal three times as much damage.,Etsaien erasoek minaren hirukoitza emango dute.
UI_Cheats/MODIFIER_DoubleDamage_Description,Enemy attacks deal twice as much damage.,Etsaien erasoek minaren bikoitza emango dute.
UI_Cheats/MODIFIER_Guard_Deactivated_Description,"Enemy attacks go past your guard, you can only deflect or avoid them.","Etsaien erasoek zure babesa gaindituko dute, ekidin edo baztertu bakarrik egin ditzakezu."
UI_Cheats/ARENA_OnePunchBreaker,Enemy structure breaks in one hit,Etsaiak kolpe bakarrean desorekatuko dituzu.
UI_Cheats/MODIFIER_WeaponsMasters_Description,Enemy weapon attacks deal more damage.,Etsaien arma-erasoek min handiagoa emango dizute.
UI_Cheats/MODIFIER_SlapstickFights_Name,Environmental Weakness,Ingurunearekiko ahultasuna
UI_Cheats/MODIFIER_Randomizer_Repartition_All,Everything,Dena
UI_Cheats/General_Fajar,Fajar,Fajar
UI_Cheats/MODIFIER_AttackSpeed_Faster_Name,Faster,Azkarrago
UI_Cheats/MODIFIER_AttackSpeed_Faster_Description,Faster enemy attacks build-up.,Etsaien erasotze-abiadura azkarragoa da.
UI_Cheats/MODIFIER_Firewalk_Name,Firewalk,Ipurterrea
UI_Cheats/MODIFIER_FirmGrip_Name,Firm Grip,Heldualdi tinkoa
UI_Cheats/General_Flashkick,Flashkick,Tximista ostikada
UI_Cheats/MODIFIER_BulletTime_Focus_Name,Focus,Fokatzea
UI_Cheats/MODIFIER_Focus_Name,Focus,Fokatzea
UI_Cheats/ARENA_Focus_Disabled,Focus disabled,Fokatzea desgaituta
UI_Cheats/MODIFIER_AutoTakedown_Name,Free Takedown,Eskuragarri dauden eraisketak
UI_Cheats/MODIFIER_AutoThrow_Name,Free Throw,Eskuragarri dauden jaurtiketak
UI_Cheats/ARENA_AutoTakedown,Free takedown,Eraisketa librea
UI_Cheats/ARENA_AutoThrow,Free throw,Jaurtiketa librea
UI_Cheats/Cheat_FrontKick_Title,Front Kick,Aurrez-aurreko ostikada
UI_Cheats/MODIFIER_GoldenWeapon_Name,Golden Weapon,Urrezko Arma
UI_Cheats/Cheat_FarGrab_Title,Grab,Heldu
UI_Cheats/Cheat_GrabTakedown_Title,Grab,Heldu
UI_Cheats/Cheat_GrabTakedown_Description,"Grab leading to multiple hits, leaving an enemy down.","Heldualdia, ondoren hainbat kolpe, azkenik etsaia lurrean uzteko."
UI_Cheats/Base_Movesets_Description,Greatly change your basic moves to experience different combat styles!,Aldatu neurri handi batean zure oinarrizko mugimenduak borroka estilo desberdinak probatzeko!
UI_Cheats/General_Grunt,Grunt,Lekaioa
UI_Cheats/MODIFIER_RelentlessGoons_Description,"Grunts' second breath always triggers upon takedown.",Lekaioen azken hatsa eraisterakoan aktibatuko da.
