LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:c725b9,"noski, berriro has gaitezke","sure, we can start over",,Player,WalkieMidRace
line:eeec64,"awww, ongi","aww, well",If you give up.,Player,WalkieMidRace
line:cf0cb8,seguruenik,ok i guess,,Player,WalkieMidRace
line:cdbd9e,ez dago berriketarako astirik,there's no time to chit chat,"If you say ""nothing much""",Player,WalkieMidRace
line:b7ad54,lasterketa bat abian da!,a race is underway!,,Player,WalkieMidRace
line:23d9ce,oh ok,oh ok,"If you say ""nothing much"" while no race is happening.",Player,WalkieMidRace
line:112092,laster arte?,see you soon?,,Player,WalkieMidRace
line:36e8b5,"aizu, non zaude?","hey, where are you?",If you call Avery while no race is happening.,Original,WalkieNotRacing
line:666c07,eh...,uh...,,Original,WalkieNotRacing
line:3957bb,gauza batean pentsatzen ari naiz...,just wandering around somewhere...,,Original,WalkieNotRacing
line:ac1f13,oraindik itsasargian nago!,i'm still at the lighthouse!,,Original,WalkieNotRacing
line:422cc9,oraindik eraikin zahar haretan nago!,i'm still at that old building!,,Original,WalkieNotRacing
line:c210da,oraindik mendiaren tontorrean nago!,i'm still at the top of the mountain!,,Original,WalkieNotRacing
line:80c82b,hm...,um...,,Original,WalkieNotRacing
line:35662f,ez dakit!,i don't know!,,Original,WalkieNotRacing
line:9063e5,errege muinoan denbora-pasa nabil!,i'm hanging out at the royal ridge!,,Original,WalkieNotRacing
line:c8f6dd,kanposantuaren inguruan nabil!,i'm around the graveyard!,,Original,WalkieNotRacing
line:c37eaf,bisitarien zentrotik gertu nago!,i'm near the visitor center!,,Original,WalkieNotRacing
line:b3b718,ehh...,uhh...,,Original,WalkieNotRacing
line:f6baec,ez dakit!,i don't know!,,Original,WalkieNotRacing
line:0f245f,kaixo?,hello?,If noone picks up.,Original,WalkieNobody
line:b840fb,ba al da inor hor?,is anyone there?,,Original,WalkieNobody
line:57b389,...,...,,Original,WalkieNobody
line:fcfe77,hemen nago!,"hey, i'm right here!",If you call Avery when she's right next to you.,RaceOpponent,WalkieOnScreen
line:a2947e,kaixo,hey,When you talk to the Walrus that teaches you how to fish.,Player,FishingTutorialStart
line:0ef52a,kaixo berriro,hello again,,Original,FishingTutorialStart
line:0f9dd9,erakutsiko didazu arrantzan?,can you teach me how to fish?,Dialogue choice.,Player,FishingTutorialStart
line:6a7217,eh joatekotan naiz,uh gotta go,Dialogue choice.,Player,FishingTutorialStart
line:bc3e3a,noski,sure,,Original,FishingTutorialStart
line:ab1fac,adoos,alrighty,,Original,FishingTutorialStart
line:3a790b,zoaz orduan,you get going then,,Original,FishingTutorialStart
line:b212b9,ze martxa?,how's it going?,When you talk to the Walrus for the first time.,Player,FishingTutorialStart
line:789ef4,ongi,good,,Original,FishingTutorialStart
line:8e7edc,arrainek hozka egiten dute gaur,the fish are biting today,,Original,FishingTutorialStart
line:1f5189,ongi ongi,cool cool,,Player,FishingTutorialStart
line:c44b59,zera,so,,Player,FishingTutorialStart
line:a4385e,eh,uh,,Player,FishingTutorialStart
line:ded164,arrantza zaila al da?,is fishing hard?,,Player,FishingTutorialStart
line:9666a7,ezpa,nope,,Original,FishingTutorialStart
line:91cca3,erraza da,it's easy,,Original,FishingTutorialStart
line:f48c91,"erakutsiko dizut,\nnahi baduzu","i could show you,\nif you'd like",,Original,FishingTutorialStart
line:1c9ae7,bai!,yeah!,Dialogue choice.,Player,FishingTutorialStart
line:9caa9b,orain ez...,not now...,Dialogue choice.,Player,FishingTutorialStart
line:f4c5b4,...badut non egon...,...i've got somewhere to be,,Player,FishingTutorialStart
line:f278bb,geroago agian!,maybe later!,,Player,FishingTutorialStart
line:291979,zure pita jaurtitzea nahiko erraza da,casting yer line is pretty easy,If you ask to learn how to fish.,Original,FishTutCastStart
line:6604e8,<color=red>{{UseItemButton}}</color> sakatzea besterik ez,just press <color=red>{{UseItemButton}}</color>,,Original,FishTutCastStart
line:7c1ab4,zera,so,,Player,FishTutChatStart
line:0d5261,eh,uh,,Player,FishTutChatStart
line:27214f,zer egingo dut orain?,what do i do now?,,Player,FishTutChatStart
line:d61168,txoin,ya wait,,Original,FishTutChatStart
line:82e61b,oh,oh,,Player,FishTutChatStart
line:57dd59,ok,ok,,Player,FishTutChatStart
line:4881ca,ehh,uhh,,Player,FishTutChatStart
line:208931,ongi ari al naiz?,am i doing this right?,,Player,FishTutChatStart
line:0ee4bd,baiba,yup,,Original,FishTutChatStart
line:9738da,agian,maybe,,Player,FishTutChatStart
line:d20e40,berriro jaurti beharko nuke?,i should cast it again?,,Player,FishTutChatStart
line:2b2920,ez dakit,you know,,Player,FishTutChatStart
line:a8b829,leku hobe bat aurkitu?,find a better spot?,,Player,FishTutChatStart
line:143bf5,leku hau ona da,this spot is good,,Original,FishTutChatStart
line:a6ae7b,hemen inguruan\narrain batzuk ikusi ditut lehen,i saw some fish\naround here earlier,,Original,FishTutChatStart
line:7aaa7b,hori seinale ona da,that's a good sign,,Original,FishTutChatStart
line:bb4c5a,batzuetan,sometimes,,Original,FishTutChatStart
line:fedeb0,itxarotea bakarrik da,you just gotta wait,,Original,FishTutChatStart
line:fa0c59,pazientzia funtsezkoa da,patience is key,,Original,FishTutChatStart
line:c98dd5,hmm,hmm,,Player,FishTutChatStart
line:3391fe,ez da nire indargunea,not my strong suit,,Player,FishTutChatStart
line:6176a1,adi adi!,look alive!,,Original,FishTutNibbleStart
line:711ad5,arraina heltzen ari da,a fish is nibbling,,Original,FishTutNibbleStart
line:ec2b87,aterako dut?,should i pull it out?,,Player,FishTutNibbleStart
line:ea2579,oraindik ez...,not yet...,,Original,FishTutNibbleStart
line:2d1808,ausiki egin arte\nitxaron behar duzu,ya gotta wait\nfor it to bite,,Original,FishTutNibbleStart
line:21ea75,orain!,now!,,Original,FishTutBiteStart
line:022e5a,sakatu <color=red>{{UseItemButton}}</color> ateratzeko!,press <color=red>{{UseItemButton}}</color> to yank it out!,,Original,FishTutBiteStart
line:f28977,EHHH,UHHH,,Player,FishTutPullStart
line:1b9660,ZER EGINGO DUT ORAIN!?,WHAT DO I DO NOW!?,,Player,FishTutPullStart
line:62edd4,"<color=red><sprite name=""LStick"" tint=1> zure aldera tiratu</color>\nETA <color=red>sakatu {{UseItemButton}}</color> ateratzeko!",<color=red>pull back</color> AND <color=red>tap {{UseItemButton}}</color> to reel it in!,,Original,FishTutPullStart
line:0a85bc,ikusten?,see?,,Original,FishTutDoneStart
line:797b04,jogurt-bizkotxoa bezain erraza da!,easy as pie,,Original,FishTutDoneStart
line:a8f041,eztakit hori esango nukeen,i dunno if i'd say that,,Player,FishTutDoneStart
line:938324,sukaldari eskasa naiz,i suck at baking,,Player,FishTutDoneStart
line:5d1fb5,zera esan nahi dut,i guess i mean,,Original,FishTutDoneStart
line:951cea,jogurt-bizkotxoa...,as easy as...,,Original,FishTutDoneStart
line:d50e44,...jatea bezain erraza?,...eating pie?,,Original,FishTutDoneStart
line:b792ef,hori egin dezaket bai,i can get behind that,,Player,FishTutDoneStart
line:5a3560,sentitzen dut uretara erori izana,sorry i fell in the water,If you fell in the water during the fishing tutorial.,Player,FisherTalk
line:301d2a,nahiko lotsagarria da...,it's pretty embarrassing...,,Player,FisherTalk
line:6df5aa,inola ere ez,not at all,,Original,FisherTalk
line:106ccc,"izpiritua duzu, mutiko","you've got spirit, kid",,Original,FisherTalk
line:2d127f,zer egingo dut arrainarekin?,so what do i do with the fish?,,Player,FisherTalk
line:d22a1d,"nahi duzuna, mutiko","whatever you want, kid",,Original,FisherTalk
line:b3a844,zera,well,,Player,FisherTalk
line:edae7d,eskerrik asko arrantzan irakasteagatik,thanks for showing me how to fish,If you talk to them again.,Player,FisherTalk
line:7d90ad,arazorik gabe,no problem,If you fell in the water they'll say this.,Original,FisherTalk
line:4dde16,azkenean neurria\nhartuko diozu,you'll get the hang\nof it eventually,,Original,FisherTalk
line:a1f06c,berezkoa duzu,yer a natural,"If you didn't, they'll say this.",Original,FisherTalk
line:e15e41,ez dakit ba nik!,i don't feel like one!,,Player,FisherTalk
line:f5e703,iepe!,howdy!,,Original,FishBuyerStart
line:f86c61,ba al da arrairik?,got any fish?,,Original,FishBuyerStart
line:5f8ba4,orain ez!,not right now!,,Player,FishBuyerStart
line:3272ea,iepe,howdy,,Original,FishBuyerStart
line:1aa413,kaixo!,hi!,,Player,FishBuyerStart
line:9c378b,ze martxa?,whatcha doing?,,Player,FishBuyerStart
line:3af5c8,atseden hartzen!,takin' a break!,,Original,FishBuyerStart
line:ebebee,eh,heh,,Original,FishBuyerStart
line:55ce13,"ez esan inori, ados?","don't tell anyone, alright?",,Original,FishBuyerStart
line:35f2e4,ez dut egingo,i won't,,Player,FishBuyerStart
line:465370,ez dakit nori\nesango niokeen ere!,i don't even know\nwho i'd tell!,,Player,FishBuyerStart
line:2dffb9,"eh, ongi","heh, good",,Original,FishBuyerStart
line:f34e5d,gaurko lana bukatzeko\nirrikan nago,i can't wait to\nbe done today,,Original,FishBuyerStart
line:344b05,txanda amaitzen zaidanean,when my shift's over,,Original,FishBuyerStart
line:c78884,arrain arraroren\nbaten bila egongo naiz!,i'll be out catchin'\nme some rare fish!,,Original,FishBuyerStart
line:b1ae1b,"nire zaletasuna da, ikusten","it's my hobby, ya see",,Original,FishBuyerStart
line:ffc7e7,zuk zeuk arrairen bat\nsareztatzen baduzu...,if you happen to net\nsome fish yourself...,,Original,FishBuyerStart
line:80b8d1,...ekarri niri eta trukean\ntxanpona emango dizut!,...bring them to me and\ni'll trade ya coin!,,Original,FishBuyerStart
line:498ec5,arrain batzuk harrapatu ditut!,i caught some fish already!,If you already have some fish.,Player,FishBuyerStart
line:e58d91,oh?,oh?,,Original,FishBuyerStart
line:e63e16,ikus ditzaket?,can i take a look at 'em?,,Original,FishBuyerStart
line:474bc1,kainabera bat\nizango banu egingo nuke!,i would if i had\na fishing rod!,If you don't have the fishing rod.,Original,FishBuyerStart
line:9fd6f9,bakizu,ya know,,Original,FishBuyerStart
line:9970ab,nire lagun billek izan\ndezake zuri uzteko bat,my friend bill might be\nable to lend you one,,Original,FishBuyerStart
line:c59c53,beti arrantzan dabil,he's out fishing all the time,,Original,FishBuyerStart
line:5109d5,ongi iruditzen zait!,sounds good to me!,,Original,FishBuyerStart
line:440856,begira hau...,take a look at this...,Dialogue choice.,Player,FishBuyerMenu
line:1a0169,orain ez,not right now,Dialogue choice.,Player,FishBuyerMenu
line:367d35,ados,alrighty,,Original,FishBuyerMenu
line:3f698b,hori da dena?,is that all?,,Original,BuyFishEnd
line:a459c7,begira hau...,take a look at this...,Dialogue choice.,Player,BuyFishEnd
line:b45043,hori da dena!,that's all!,Dialogue choice.,Player,BuyFishEnd
line:50990b,zurekin negozioak\negiten plazera izan da,pleasure doin'\nbusiness with ya,,Original,BuyFishEnd
line:3a381e,hori da dena oraingoz!,that's all for now!,,Original,BuyFishEnd
line:6d06d0,barka txo,sorry pal,,Original,BuyFishAgain
line:12195a,arrain hori badaukat,i've already got that fish,,Original,BuyFishAgain
line:19ef60,baina...,but...,,Original,BuyFishAgain
line:767d57,eman didazun arrainaren truke\n<color=red>beita</color> eman diezazuket!,i can trade you <color=red>bait</color> for fish\nyou've already given me!,,Original,BuyFishAgain
line:78df10,"noski, beitarik gabe\nere arrantza egin daiteke","sure, you can catch\nfish without bait",,Original,BuyFishAgain
line:c0e82a,baina amuarekin <color=red>askoz ere azkarragoa da</color>!,but <color=red>it's a lot faster</color> with it!,,Original,BuyFishAgain
line:5a2721,beita horren truke emango dizut,i'll trade you bait for that,,Original,BuyFishAgain
line:e92255,hurrengora arte!,till next time!,,Original,BuyFishCancel
line:61c4db,oso ona zara honetan!,you're quite good at this!,If you've caught three fish.,Original,BuyFishAction
line:24427b,nire egunerokoa hartu behar zenuke,you should take my journal,,Original,BuyFishAction
line:e9c9ba,aurkitutako arrainen\njarraipena egiten lagunduko dizu,it'll help ya keep track\nof the fish you've found,,Original,BuyFishAction
line:3ff5f0,ba,so,"Transitions to BuyFishEnd ""is that all?""",Original,BuyFishAction
line:1d1e6e,tira ba!,well now!,If you caught all ormal fish.,Original,BuyFishAction
line:f8c779,oker ez banago,if i'm not mistaken,,Original,BuyFishAction
line:0aa198,nire egunerokoko arrain guztiak\nlortu dizkidazula dirudi!,it seems like you've gotten me\nall the fish from my journal!,,Original,BuyFishAction
line:01fa28,claire!,claire!,,Original,BuyFishAction
line:ede695,BENETAN iaioa zara\nhonetan!,you've REALLY got\na knack for this!,,Original,BuyFishAction
line:fcd7dc,eskerrik asko!,thanks!,,Player,BuyFishAction
line:044f51,hmm,hmm,,Original,BuyFishAction
line:bc62db,zuretzat erabilgarria izan\ndaitekeen zerbait dut,i've got something i think\nyou might find useful,,Original,BuyFishAction
line:fb202a,uste dut zurekin fidatu naitekeela honekin,i think i can trust you with this,,Original,BuyFishAction
line:ae9b42,uau!,wow!,,Player,BuyFishAction
line:589568,oso polita da,it's very pretty,,Player,BuyFishAction
line:c61af9,ezohiko arrainak erakartzen ditu,rare fish are drawn to it,,Original,BuyFishAction
line:6cd696,arrain interesgarriren\nbat aurki zenezake horrekin!,ya might find some\ninteresting fish with it!,,Original,BuyFishAction
line:c99a3d,baina ez galdu,but don't lose it,,Original,BuyFishAction
line:582f35,oso preziatua da niretzat,it's very precious to me,,Original,BuyFishAction
line:20f45e,nire familian belaunaldiz\nbelaunaldi ailegatu zait,it's been passed down for\ngenerations within my family,,Original,BuyFishAction
line:b56eb9,uau,woah,,Player,BuyFishAction
line:166488,gainera,also,,Original,BuyFishAction
line:91991d,urrez eginda dago,it's also made of gold,,Original,BuyFishAction
line:92032c,ba,so,,Original,BuyFishAction
line:dd66ae,bai,yeah,,Original,BuyFishAction
line:b9163e,ez galdu!,don't lose it!,,Original,BuyFishAction
line:c74434,ez dut galduko!,i won't!,,Player,BuyFishAction
line:b56f2a,"{{FishName}}, eh?","the {{FishName}}, eh?",This node is a series of quips that will be said when trading in the fish.,Original,BuyFishQuip
line:97bebb,{{FishPrice}} emango dizut horregatik,i'll give you {{FishPrice}} for it,,Original,BuyFishQuip
line:894a90,begira horri!,would you look at that!,,Original,BuyFishQuip
line:07d9c0,{{FishName}}!,the {{FishName}}!,,Original,BuyFishQuip
line:88a69a,{{FishPrice}} eman diezazuket,i can give you {{FishPrice}} for it,,Original,BuyFishQuip
line:8b666f,arrantzatze polita,nice catch,,Original,BuyFishQuip
line:fd1bc1,{{FishName}} da nire\narrain gogokoena,the {{FishName}} is a\npersonal favourite of mine,,Original,BuyFishQuip
line:e586e5,{{FishPrice}} txanpon emango dizkizut,i'll trade you {{FishPrice}} coins for it,,Original,BuyFishQuip
line:7b947d,ona!,good one!,,Original,BuyFishQuip
line:afa6f1,{{FishName}}-k ihes\negin dit denbora luzez,the {{FishName}} has\nevaded me for a while,,Original,BuyFishQuip
line:85a662,baina jada ez!,but no longer!,,Original,BuyFishQuip
line:33eb67,{{FishPrice}} emango dizut,i'll give you {{FishPrice}} for it,,Original,BuyFishQuip
line:4b40dd,{{FishName}}...,the {{FishName}}...,,Original,BuyFishQuip
line:0f5fd0,ez naiz honen zalea,not a fan of this one,,Original,BuyFishQuip
line:34830c,behin hozka egin zidan!,bit me once!,,Original,BuyFishQuip
line:5182f6,baina oraindik bila nabil!,but i'm still looking for it!,,Original,BuyFishQuip
line:a781ea,{{FishPrice}} txanpon emango dizkizut,i'll give you {{FishPrice}} coin,,Original,BuyFishQuip
line:b000f2,ah {{FishName}},ah the {{FishName}},,Original,BuyFishQuip
line:94362f,hemen belatz tontorren hau ezaguna da,this one is popular here at hawk peak,,Original,BuyFishQuip
line:3f17f4,emango dizut...,i'll give you...,,Original,BuyFishQuip
line:be6b8e,...{{FishPrice}} txanpon,...{{FishPrice}} coins for it,,Original,BuyFishQuip
line:b983f1,{{FishPrice}},the {{FishName}},,Original,BuyFishQuip
line:53d466,hmm,hmm,,Original,BuyFishQuip
line:09a6c0,nik uste {{FishPrice}} txanpon\n prezio justua dela,i think {{FishPrice}} coins\nseems like a fair price,,Original,BuyFishQuip
line:af44d3,zaude pixkot...,now hold on...,This is node is a series of quips that can be said when trading in a rare fish.,Original,BuyRareFishQuip
line:68b8f5,zer da HAU?!,what is THIS?!,,Original,BuyRareFishQuip
line:3932c2,ezohiko {{FishName}}?,the rare {{FishName}}?!?,,Original,BuyRareFishQuip
line:33b39b,hori arrantza ikaragarria da!,that's a mighty catch right there!,,Original,BuyRareFishQuip
line:4b6053,{{FishPrice}} txanpon emango dizkizut!,i'll pay ya {{FishPrice}} coins for it!,,Original,BuyRareFishQuip
line:92a95e,"...orain, zer da hau?","...now, what is this?",,Original,BuyRareFishQuip
line:57c68d,hau ez dut ezagutzen,i don't recognize this one,,Original,BuyRareFishQuip
line:628f42,...,...,,Original,BuyRareFishQuip
line:64082f,hori {{FishName}} al da?,is that the {{FishName}}?,,Original,BuyRareFishQuip
line:318344,oso aurkikuntza arraroa da!,that's a rare find!,,Original,BuyRareFishQuip
line:55326e,nire bilduman gehitzeko {{FishPrice}}\nemango dizut!,i'll give you {{FishPrice}} to add\nit to my collection!,,Original,BuyRareFishQuip
line:6a3b6c,ADARRA JOTZEN zabiltza,you've GOT to be kidding me,,Original,BuyRareFishQuip
line:649c04,{{FishName}} sareratu duzu!?,you netted the {{FishName}}!?,,Original,BuyRareFishQuip
line:f4fe1c,arranopola!,gosh dang it!,,Original,BuyRareFishQuip
line:7ba8b6,arrantzarako\nbenetan iaioa zara!,you've really got\na knack for fishing!,,Original,BuyRareFishQuip
line:30fc6c,horri buruz eztakit!,i dunno about that!,,Player,BuyRareFishQuip
line:fe0468,ongi,welp,,Original,BuyRareFishQuip
line:c9145d,{{FishPrice}} txanpon\neman behar dizkizut gutxienez!,i gotta give you at\nleast {{FishPrice}} coins for this!,,Original,BuyRareFishQuip
line:dd00eb,zer da hecky?,WHAT THE HECKY?!,,Original,BuyRareFishQuip
line:167408,claire,claire,,Original,BuyRareFishQuip
line:e73033,arrantzarako elezahar bat zara!,you're a fishing legend!,,Original,BuyRareFishQuip
line:95aed6,{{FishName}\narrantzatzea ZAILA da!,the {{FishName}}\nis one TRICKY catch!,,Original,BuyRareFishQuip
line:0cee57,{{FishPrice}} txanpon\nemango dizkizut!,i'll be givin' you\n{{FishPrice}} coin for that!,,Original,BuyRareFishQuip
line:11948d,bai horixe!,well i'll be!,"This quip is a bit long, and is never repeated.",Original,BuyRareFishQuip
line:80ebac,{{FishName}} eh?,the {{FishName}} huh?,,Original,BuyRareFishQuip
line:c4e192,oso atzera goaz,we go way back,,Original,BuyRareFishQuip
line:ea1733,morroi hau ikusi nuen azken\naldia orain BOST urte izan zen!,the last time i saw this guy\nwas almost FIVE whole years ago!,,Original,BuyRareFishQuip
line:e2023a,"ikusten,","ya see,",,Original,BuyRareFishQuip
line:49307f,amuan neukan,i had it on the hook,,Original,BuyRareFishQuip
line:79fe4a,benetako tiraldi indartsua ematen ari zen,it was givin' a real strong tug,,Original,BuyRareFishQuip
line:08d8a6,eta esan nahi dut,and i mean,,Original,BuyRareFishQuip
line:fbeb38,arrain hau bezala-,like this fish-,,Original,BuyRareFishQuip
line:43ea55,sinetsiko ez zenituzkeen\ngiharrak ditu!,has got muscles like\nyou wouldn't believe!,,Original,BuyRareFishQuip
line:7fa3cf,ia-ia ontzitik behera\nbota nau!,it nearly pulled me\noff the boat!,,Original,BuyRareFishQuip
line:5894ed,bai to!,no way!,,Player,BuyRareFishQuip
line:1feda5,bai txo!,yeah way!,,Original,BuyRareFishQuip
line:5233ac,dena dela...,anyway...,,Original,BuyRareFishQuip
line:c96826,{{FishPrice}} txanpon eman\nbehar dizkizut honengatik!,i gotta give you {{FishPrice}}\ncoin for this one!,,Original,BuyRareFishQuip
line:9a2691,{{FishName}}!,the {{FishName}}!?,The next quip begins here,Original,BuyRareFishQuip
line:e8eb1e,orain aurkikuntza ikusgarria da!,now that's a spectacular find!,,Original,BuyRareFishQuip
line:57e063,{{FishPrice}} emango dizut horregatik!,i'll give you {{FishPrice}} for it!,,Original,BuyRareFishQuip
line:231720,ZE-ZER!?,WHA-WHAT!?,,Original,BuyRareFishQuip
line:cfe338,belatz tontorren {{FishName}}-i\nburuzko KONDAIRAK entzun ditut,i've heard LEGENDS of the\n{{FishName}} at hawk peak,,Original,BuyRareFishQuip
line:19bd98,baina hemen dago...,but here it is...,,Original,BuyRareFishQuip
line:ba2d62,...NIRE BEGIEN aurrean!,...in front of MY VERY OWN EYES!!,,Original,BuyRareFishQuip
line:ca47a0,claire,claire,,Original,BuyRareFishQuip
line:ece6f1,harrapaketa honegatik\n{{FishPrice}} txanpon emango dizkizut,i'll be givin' ya {{FishPrice}}\ncoins for this catch,,Original,BuyRareFishQuip
line:b283cd,tori,here,,Original,FishingTutorialBegin
line:34583b,nire ordezko kainabera utziko dizut,i'll lend ya my spare rod,,Original,FishingTutorialBegin
line:6339c3,Seinale-Irakurle Maitea:,Dear Sign Reader:,"This is a sign that is written by Avery, and shows up if the player hasn't seen the destination for this race.",Original,AveryBuildingSignStart
line:41138b,Seinaleak irakurtzea gustatzen zaizu?,Do you like reading signs?,,Original,AveryBuildingSignStart
line:f55731,"baietz uste dut, hortan\nari baitzara oraintxe bertan","I assume so, since this\nis happening right now.",,Original,AveryBuildingSignStart
line:dc8306,Tira...,Well...,,Original,AveryBuildingSignStart
line:3d605e,...irakurtzea baino zerbait\nASKOZ hobea aurkez diezazuket!,...I can introduce you to\nsomething WAY better than reading!,,Original,AveryBuildingSignStart
line:22768c,Bi hitz:,Two words:,,Original,AveryBuildingSignStart
line:1995fc,PARKOUR,PARKOUR,,Original,AveryBuildingSignStart
line:5bca9d,LASTERKETA,RACE,,Original,AveryBuildingSignStart
line:279e34,PARKOUR LASTERKETA!!,PARKOUR RACE!!,,Original,AveryBuildingSignStart
line:b2c7ee,<color=yellow>Abandonatutako eraikinean</color> helmuga lerroa\nprestatu bezain pronto itzuliko naiz,I'll be back right after I set up the\nfinish line at the <color=yellow>abandoned building.</color>,,Original,AveryBuildingSignStart
line:867ec1,-Avery,-Avery,,Original,AveryBuildingSignStart
line:a8922b,hmm,hmm,If the player reads it again.,Player,AveryBuildingSignStart
line:75c453,hobe izango da <color=red>abandonatutako eraikin</color> hori\nnon dagoen bilatzen badut,maybe i better figure out where\nthis <color=red>abandoned building</color> is,,Player,AveryBuildingSignStart
line:195ec3,Seinale-Irakurle Maitea:,Dear Sign Reader:,"This is a sign that is written by Avery, and shows up if the player hasn't seen the destination for this race.",Original,AveryLighthouseSignStart
line:ea09e4,Kaixo!,Hi!,,Original,AveryLighthouseSignStart
line:28aa9d,ez zaitut ezagutzen,I don't know you.,,Original,AveryLighthouseSignStart
line:594736,Baina segur aski nahiko jatorra izango zara,But you're probably pretty cool.,,Original,AveryLighthouseSignStart
line:265117,Ni ere jatorra naiz!,I'm cool too!,,Original,AveryLighthouseSignStart
line:e4f834,Elkarren aurka leihatu behar genuke,We should race each other.,,Original,AveryLighthouseSignStart
line:9c692f,Ongi legoke,It would be cool.,,Original,AveryLighthouseSignStart
line:5bbb11,ORAINTXE NAIZ BUELTAN!,BRB!,,Original,AveryLighthouseSignStart
line:dec8bf,<color=yellow>Itsasargian</color> zinta\nbat jarriko dut,I'm gonna setup a ribbon\nat the <color=yellow>lighthouse.</color>,,Original,AveryLighthouseSignStart
line:349c42,-Avery,-Avery,,Original,AveryLighthouseSignStart
line:2eedcb,hmm,hmm,If the player reads it again.,Player,AveryLighthouseSignStart
line:f415cc,<color=red>itsasargia</color> non dagoen jakin nahi nuke...,i wonder where that <color=red>lighthouse</color> is...,,Player,AveryLighthouseSignStart
line:be93a4,kaixo!,hi!,Meeting avery after seeing the sign.,Player,AveryIntroduction
line:c41913,avery zara?,are you avery?,,Player,AveryIntroduction
line:c5cb9e,BAI!,YES!,,Original,AveryIntroduction
line:f330be,halaze naiz!!,that's me!!,,Original,AveryIntroduction
line:57672b,nire iragarkia irakurri duzu?,did you read my ad?,,Original,AveryIntroduction
line:b6a40c,kartela?,the sign?,,Player,AveryIntroduction
line:d7faa0,bai,yeah,,Player,AveryIntroduction
line:379365,EDERKI!,GREAT!,,Original,AveryIntroduction
line:ada9fe,baaa,sooo,,Original,AveryIntroduction
line:e5f6bc,lasterketa egin nahi duzu?,you wanna race?,,Original,AveryIntroduction
line:38eabe,IEPA!,HI!!,Meeting Avery without seeing a sign,Original,AveryIntroduction
line:138175,AVERY dut izena!!,my name is AVERY!!,,Original,AveryIntroduction
line:1f6831,plazera zu ezagutzea!!,it's a pleasure to meet you!!,,Original,AveryIntroduction
line:0689f6,kaixo,hi,Meeting avery after seeing a sign cooresponding to a different race.,Player,AveryIntroduction
line:5d2d43,claire naiz,i'm claire,,Player,AveryIntroduction
line:3efef0,zure kartela ikusi dudala uste dut,i think i saw your sign,,Player,AveryIntroduction
line:c42308,IKUSI duzu!?,you DID!?,,Original,AveryIntroduction
line:2a9577,BIKAIN!,EXCELLENT!,,Original,AveryIntroduction
line:16a037,"beraz, nire aurka leihatzera etorri zara?",so have you come to race me?,,Original,AveryIntroduction
line:13a7d0,IEPA!!,HI!!,Meeting Avery without any context at all.,Original,AveryIntroduction
line:4058f3,AVERY dut izena!!,my name is AVERY!!,,Original,AveryIntroduction
line:e21c0f,PARKOUR LASTERKETAKO NAGUSI\nbilakatzea da nire erronka!!,i'm on a quest to become a\nPARKOUR RACING MASTER!!,,Original,AveryIntroduction
line:09b85d,ederki!,neat!,,Player,AveryIntroduction
line:e5d953,ZURE AZKEN TXANPONA\nere joka zenezake baietz!!,you BET YOUR BOTTOM\nDOLLAR it's neat!!,,Original,AveryIntroduction
line:f112fa,hala ere,however,,Original,AveryIntroduction
line:60e62b,praktikatzeko norbaiten\nbila nabil!,i'm trying to find someone\nto practice with!,,Original,AveryIntroduction
line:a3f689,beraz...,so...,,Original,AveryIntroduction
line:07eebc,...badago aukerarik nirekin\nlasterketa egin dezazun?,...any chance you wanna\ngo for a race?,,Original,AveryIntroduction
line:161a9e,kaixo berriro!,hello again!,If you talk to them again.,Original,AveryIntroduction
line:d89d2a,nire aurka leihatu nahi?,you wanna race me?,,Original,AveryIntroduction
line:847103,lasterketa handi baten eguna dugu gaurkoa!,there's this big race happening today!,"If you ask Avery why she didn't participate in the Meteor Lake race, which other joggers are in.",Player,AveryStory
line:0c7748,TIRA...,WELL...,,Original,AveryStory
line:c66965,hm,um,,Original,AveryStory
line:e86d3a,"lotsa pixka bat ematen du, baina...","it's a little embarrassing, but",,Original,AveryStory
line:7eccb9,gaur maratoian korritu\nBEHAR nuen,i was SUPPOSED to run in\nthe marathon today,,Original,AveryStory
line:5e5d79,baina erregistratzea\nahaztu zitzaidan!!,but it turns out i\nmissed registration!!,,Original,AveryStory
line:53ca5e,ohhh,ohh,,Player,AveryStory
line:6899de,"sentitzen dut ba, pena da","sorry, that sucks",,Player,AveryStory
line:d03709,baiba,yup,,Original,AveryStory
line:fc23e2,esan beharra daukat,i gotta say,,Original,AveryStory
line:ae8420,ez nuela gogo handirik,i was pretty bummed out,,Original,AveryStory
line:70fec6,lasterketak uztekotan egon nintzen,kinda felt like giving up on racing,,Original,AveryStory
line:c81a55,...,...,,Original,AveryStory
line:336807,baina gero 2 ordu eman\nnituen parkour bideoak ikusten,but then i spent like 2 hours\nwatching parkour videos,,Original,AveryStory
line:b11f26,eta orain nire zaletasun\nberria PARKOUR LASTERKETA da!!,and now my new passion\nis PARKOUR RACING!!,,Original,AveryStory
line:152928,edonola ere,so whatever,,Original,AveryStory
line:39df05,pozten nau niri entrenatzen\nlaguntzeko prest egoteak!,i'm glad you were willing\nto help me practice!,,Original,AveryStory
line:1fc720,bai horixe!,sure!,Dialogue choice.,Player,AveryIntroQuestion
