key,source,target
C05_Strings_SB/0304_Townsfolk_FriChat_2,I LIKE TO PAINT THESE FLOWERS. I PAINT THEM SO THEY WILL NOT DIE.,
C05_Strings_SB/0304_Townsfolk_FriChat_3,I PAINT WHATEVER PASSES THROUGH MY HEAD WITHOUT ANY OTHER CONSIDERATION.,
C05_Strings_SB/0304_Townsfolk_GeorgiaChat_1,"WHAT AM I READING? THE ADVENTURES OF THE PLUCKY SQUIRE, OF COURSE! @THE HOTTEST BOOKS IN ALL THE LAND. @I WISH I COULD MEET THAT PLUCKY SQUIRE ONE DAY.",
C05_Strings_SB/0304_Townsfolk_GeorgiaChat_2,"I LIVE A PRETTY SERENE LIFE. @THAT'S PROBABLY WHY I ENJOY READING ABOUT EXCITING ADVENTURES SO MUCH.",
C05_Strings_SB/0304_Townsfolk_GlitchbirdChat_1,"I'M HAVING A LITTLE VACATION IN ARTIA. @ART IS NOURISHING FOR THE SOUL, I FIND.",
C05_Strings_SB/0304_Townsfolk_GlitchbirdChat_2,"MAYBE ONE DAY I COULD MOVE HERE AND BECOME AN ARTIST. @I CAN'T REALLY DRAW, BUT I CAN FINGERPAINT.",
C05_Strings_SB/0304_Townsfolk_HansChat_1,WHAT AM I DRAWING? @A GLISTENING FORM... WITH GLOSSY LIPS... A SKULL! A RIBCAGE! @IT IS...A BIRTHDAY CARD FOR MY FRIEND.,
C05_Strings_SB/0304_Townsfolk_HansChat_2,"I ALWAYS TRY TO REMEMBER MY FRIEND'S BIRTHDAYS. @I WANT THEM TO FEEL APPRECIATED.",
C05_Strings_SB/0304_Townsfolk_ImomushiChat_1,"I CAN REALLY RECOMMEND LIVING INSIDE A PUMPKIN. @IF YOU'RE HUNGRY YOU CAN JUST NIBBLE ON THE FURNITURE.",
C05_Strings_SB/0304_Townsfolk_ImomushiChat_2,"ARTIA IS MY FAVOURITE CITY IN ALL OF MOJO. @I AM A VERY VISUAL WORM, THOUGH.",
C05_Strings_SB/0304_Townsfolk_JaymChat_1,"ARTIA IS A HOME FOR ALL KINDS OF #ARTISTS. @ME, I LIKE TO DRAW GAMES.",
C05_Strings_SB/0304_Townsfolk_JaymChat_2,DRAWINGS YOU CAN PLAY WITH... WHAT COULD BE MORE FUN?,
C05_Strings_SB/0304_Townsfolk_JeanChat_1,"I LOVE THIS LITTLE AREA OF THE TOWN. @MAYBE I'LL PAINT IT SOME DAY.",
C05_Strings_SB/0304_Townsfolk_JeanChat_2,THE MORE I PAINT THE MORE I LIKE EVERYTHING.,
C05_Strings_SB/0304_Townsfolk_LisaChat_1,"THE PLUCKY SQUIRE! HOW NICE TO SEE YOU HERE. @YOU KNOW, MANY PEOPLE COME HERE TO SEE MY SMILE. @I TRY NOT TO GET TOO SELF-CONSCIOUS ABOUT IT.",
C05_Strings_SB/0304_Townsfolk_LisaChat_2,"SOME PEOPLE SEEM TO HAVE A PROBLEM READING MY #MOOD. @I ASSURE YOU, I'M QUITE HAPPY!",
C05_Strings_SB/0304_Townsfolk_LizaChat_1,"THIS SEASON I'M GOING FOR VIVID COLOURS.",
C05_Strings_SB/0304_Townsfolk_LizaChat_2,"MY SISTER IS MORE TASTEFUL. ME, I LIKE TO DRESS BOLD! @{150}BOLD BOLD BOLD!{100}",
C05_Strings_SB/0304_Townsfolk_LtTealChat_1,"SORRY PLUCKY SQUIRE, THE QUEEN IS NOT QUITE READY TO SEE YOU YET. @PLEASE TAKE A LOOK AROUND THE TOWN WHILE YOU WAIT.",
C05_Strings_SB/0304_Townsfolk_LtTealChat_2,"MY JOB MOSTLY INVOLVES STANDING. @IN THAT SENSE, I FEEL SPIRITUAL KINSHIP WITH A TABLE",
C05_Strings_SB/0304_Townsfolk_MagriChat_1,I AM NOT HERE.,
C05_Strings_SB/0304_Townsfolk_MagriChat_2,I WAS POSSIBLY HERE BEFORE. BUT NOW I AM DEFINITELY NOT. @ALTHOUGH I MAY BE HERE AGAIN SHORTLY.,
C05_Strings_SB/0304_Townsfolk_MagriChat_3,WHAT DO I MEAN? I DO NOT MEAN ANYTHING. IT IS ALL A MYSTERY.,
C05_Strings_SB/0304_Townsfolk_MeebChat_1,I AM ENTRANCED BY THE MYSTERY OF THIS PYRAMID. @I HAVE BEEN STANDING HERE LOOKING AT IT FOR THREE DAYS STRAIGHT.,
C05_Strings_SB/0304_Townsfolk_MeebChat_2,... @IT IS SO... @... @BLUE,
C05_Strings_SB/0304_Townsfolk_MoChat_1,"I WILL DO WATER - BEAUTIFUL BLUE WATER. @AND LILY PADS. I QUITE LIKE THOSE, TOO.",
C05_Strings_SB/0304_Townsfolk_MoChat_2,"MY WISH IS TO STAY ALWAYS LIKE THIS, LIVING QUIETLY IN A CORNER OF NATURE.",
C05_Strings_SB/0304_Townsfolk_MrScreamChat_1,OOOOOOOOOOHHHH! @WHAT A SCARY LOOKING SCULPTURE!,
C05_Strings_SB/0304_Townsfolk_MrScreamChat_2,"AAAAAAHHHHHHHHH! @REALLY, QUITE UNNERVING.",
C05_Strings_SB/0304_Townsfolk_MrScreamChat_3,"GAAAAAAAAAHHHHHH! @IT HASN'T GOT ANY LESS SCARY.",
C05_Strings_SB/0304_Townsfolk_Pandy1Chat_1,"YOU'RE THE FAMOUS PLUCKY SQUIRE, AREN'T YOU? @I'D LOVE TO MAKE A THOUSAND PICTURES OF YOUR FACE.",
C05_Strings_SB/0304_Townsfolk_Pandy1Chat_2,"MY IDEA OF A GOOD PICTURE IS ONE THAT'S IN FOCUS AND OF A FAMOUS PERSON.",
C05_Strings_SB/0304_Townsfolk_Pandy2Chat_1,"I'M JUST A COPY OF THE GENUINE ARTICLE. @OR IS IT THE OTHER WAY AROUND? IT DOESN'T MATTER ANYWAY.",
C05_Strings_SB/0304_Townsfolk_Pandy2Chat_2,"I THINK IT'D BE TERRIFIC IF EVERYONE WAS ALIKE.",
C05_Strings_SB/0304_Townsfolk_PicaChat_1,"I LIKE TO PAINT THE PEOPLE OF ARTIA. @I PAINT PEOPLE AS I THINK THEM, NOT AS I SEE THEM!",
C05_Strings_SB/0304_Townsfolk_PicaChat_2,"IF I DON'T HAVE RED, I USE BLUE! @ACTUALLY... I REALLY LIKE BLUE.",
C05_Strings_SB/0304_Townsfolk_PicaChat_3,"GO AND DO THINGS YOU CAN'T. THAT IS HOW YOU GET TO DO THEM.",
C05_Strings_SB/0304_Townsfolk_RenChat_1,I AM NOT A DOG.,
C05_Strings_SB/0304_Townsfolk_RenChat_2,LIKE I SAID... DEFINITELY NOT A DOG.,
C05_Strings_SB/0304_Townsfolk_RenChat_3,"I'M NOT A CAT, EITHER, IN CASE YOU WERE WONDERING.",
C05_Strings_SB/0304_Townsfolk_RexChat_1,GRRRAAWWWRRRR!,
C05_Strings_SB/0304_Townsfolk_RexChat_2,GRRRR. GRRRR. GRRRP!,
C05_Strings_SB/0304_Townsfolk_SalChat_1,CONGRATULATIONS! YOU HAVE MADE THE MOST WONDERFUL #DISCOVERY. @ME!,
C05_Strings_SB/0304_Townsfolk_SalChat_10,INTELLIGENCE WITHOUT AMBITION IS A BIRD WITHOUT WINGS.,
C05_Strings_SB/0304_Townsfolk_SalChat_11,DRAWING IS THE HONESTY OF THE ART. @THERE IS NO POSSIBILITY OF CHEATING. IT IS EITHER GOOD OR BAD.,
C05_Strings_SB/0304_Townsfolk_SalChat_12,I AM NOT STRANGE. I AM JUST NOT NORMAL.,
C05_Strings_SB/0304_Townsfolk_SalChat_2,"EACH MORNING WHEN I AWAKE, I EXPERIENCE AGAIN A SUPREME PLEASURE - THAT OF BEING ME.",
C05_Strings_SB/0304_Townsfolk_SalChat_3,"THE ONLY DIFFERENCE BETWEEN ME AND A MADMAN IS THAT I'M NOT MAD.",
C05_Strings_SB/0304_Townsfolk_SalChat_4,"THE DIFFERENCE BETWEEN FALSE MEMORIES AND TRUE ONES IS THE SAME AS FOR JEWELS. @IT IS ALWAYS THE FALSE ONES THAT LOOK THE MOST REAL, THE MOST BRILLIANT.",
C05_Strings_SB/0304_Townsfolk_SalChat_5,THE ONE THING THE WORLD WILL NEVER HAVE ENOUGH OF IS THE OUTRAGEOUS.,
C05_Strings_SB/0304_Townsfolk_SalChat_6,THE THERMOMETER OF SUCCESS IS MERELY THE JEALOUSY OF THE MALCONTENTS.,
C05_Strings_SB/0304_Townsfolk_SalChat_7,"I SEATED UGLINESS ON MY KNEE, AND ALMOST IMMEDIATELY GREW TIRED OF IT.",
C05_Strings_SB/0304_Townsfolk_SalChat_8,"THOSE WHO DO NOT WANT TO IMITATE ANYTHING, PRODUCE NOTHING.",
C05_Strings_SB/0304_Townsfolk_SalChat_9,THE SECRET OF MY INFLUENCE HAS ALWAYS BEEN THAT IT REMAINED SECRET.,
C05_Strings_SB/0304_Townsfolk_SplotChat_1,"I'VE SEEN YOU IN PICTURE BOOKS... YOU'RE JOT, THE PLUCKY SQUIRE, AREN'T YOU? @I'M PRETTY PLUCKY MYSELF! @MY MUM SAYS I'M A MISCHIEF-MAKER, BUT I DON'T SEE IT THAT WAY.",
C05_Strings_SB/0304_Townsfolk_SplotChat_2,"I'M GOING TO TELL MY MUM I RAN INTO JOT, THE PLUCKY SQUIRE! @HOPE SHE BELIEVES ME...",
C05_Strings_SB/0304_Townsfolk_SwirlChat_1,"I JUST LOVE PAINTING BUTTERFLIES! @DO YOU THINK THEY'RE REALLY MADE OUT OF BUTTER?",
C05_Strings_SB/0304_Townsfolk_SwirlChat_2,"MY POPS LOVES HIS RUBBOINKS. @HE'S SHY ABOUT IT, BUT I KNOW HE LIKES TO PAINT THEIR PORTRAITS.",
C05_Strings_SB/0304_Townsfolk_VinChat_1,"THE SUNFLOWERS ARE BEAUTIFUL. @IF YOU TRULY LOVE NATURE, YOU WILL FIND BEAUTY EVERYWHERE.",
C05_Strings_SB/0304_Townsfolk_VinChat_2,"A NEW PAINTING CAN BE A LITTLE DAUNTING. @THE BEGINNING IS PERHAPS MORE DIFFICULT THAN ANYTHING ELSE... @BUT KEEP HEART, IT WILL TURN OUT ALL RIGHT.",
C05_Strings_SB/0304_Townsfolk_YayoChat_1,"EVERYTHING LOOKS BETTER COVERED IN DOTS. @I'M TRYING TO COVER ARTIA IN DOTS... BUT THE GROUNDSKEEPER WON'T LET ME.",
C05_Strings_SB/0304_Townsfolk_YayoChat_2,HAVE YOU EVER CONSIDERED COVERING YOURSELF IN DOTS?,
C05_Strings_SB/0506_GuardChat_ComeBack,"SORRY PLUCKY SQUIRE! WE'RE AREN'T QUITE READY TO SEE YOU YET. @PLEASE TAKE A LOOK AROUND TOWN WHILE YOU WAIT.",
C05_Strings_SB/0506_GuardChat_GoodToGo,WORD FROM THE PALACE IS THAT THE QUEEN IS READY TO SEE YOU NOW!,
C05_Strings_SB/0506_SwirlChat_Intro,"HEY, PLUCKY SQUIRE!",
C05_Strings_SB/0506_SwirlChat_SpotOfBother,"PLUCKY SQUIRE, MY PA'S IN A SPOT OF BOTHER... COULD YOU HELP HIM? @OUR FARMHOUSE IS DOWN THIS STREET TO THE LEFT!",
C05_Strings_SB/0506_ThrashChat_JumpInAndOut,"WOAH DUDE, SO YOU REALLY CAN JUMP IN AND OUT OF OUR WORLD...",
C05_Strings_SB/0506_ThrashChat_LetsGo,"BANGER! LET'S GO!",
C05_Strings_SB/0708_MoonbeardChat_Intro,YOUNG ADVENTURERS! GOOD TO SEE YOU ALL TOGETHER!,
C05_Strings_SB/0708_MoonbeardChat_Intro_2,"BETTER COMB YOUR HAIR AND STRAIGHTEN YOUR POCKET SQUARES... WE'RE ABOUT TO MEET ROYALTY!",
C05_Strings_SB/0708_MoonbeardChat_QueenKnows,"OH, FYI... QUEEN CHROMA KNOWS ALL ABOUT... THE BOOKISH REALITIES OF OUR LAND. @DON'T WORRY ABOUT BLOWING HER MIND... SHE KNOWS THE SCORE. @LET'S GO SEE HER!",
C05_Strings_SB/0708_MuralChat_GreetingsVisitors,"GREETINGS, ESTEEMED VISITORS! @QUEEN CHROMA WILL GLADLY SEE YOU NOW.",
C05_Strings_SB/0708_PipChat_Intro_1,"HEY THERE! GLAD YOU'RE ALL IN GOOD SHAPE!",
C05_Strings_SB/0910_MuralChat_QueenOnBalcony,THE QUEEN IS ON THE CASTLE BALCONY. @I WILL LEAD YOU THERE.,
C05_Strings_SB/0708_AzureChat,"THIS ENTRANCE IS CLOSED. @YOU MAY ADMIRE THE FABRIC OF THIS CURTAIN, HOWEVER.",
C05_Strings_SB/0708_CanaryChat,"SORRY, YOU'RE NOT ALLOWED PAST THIS POINT. @RULES OF THE CASTLE!",
C05_Strings_SB/0708_CobaltChat,"ARTIA CASTLE RECEIVES YOUR VISIT WITH THE SINCEREST HOSPITALITY. @IF YOU HAVE THE TIME, PLEASE VIEW OUR EXTENSIVE ART COLLECTION. @WE HAVE A VERY NICE PAINTING OF A BAT.",
C05_Strings_SB/0708_CrystalChat_1,I HEAR HUMGRUMP IS UP TO SOMETHING...,
C05_Strings_SB/0708_CrystalChat_2,"HE'LL NEVER EVEN GET CLOSE ENOUGH TO SET HIS BEADY EYES ON IT... @NOT WHILE THE ARTIAN GUARD IS STILL STANDING!",
C05_Strings_SB/0708_DandelionChat,"I HEARD IT ALL KICKED OFF AT TOME TOWER... @NO SURPRISE... THERE'S SOMETHING ABOUT THAT GIANT OWL THAT GIVES ME THE WILLIES.",
C05_Strings_SB/0708_ForestChat,"THE QUEEN HAS ORDERED US TO INCREASE OUR DRILLS. @THERE'S A BIT OF BAD BUSINESS AFOOT. @I'M INCREASING MY SPINACH INTAKE FROM ONE CAN A DAY TO THIRTY.",
C05_Strings_SB/0708_ParakeetChat,"NO GUESTS BEYOND THIS POINT! @SORRY, NOT EVEN YOU, PLUCKY SQUIRE!",
C05_Strings_SB/0708_RoseChat,HER MAJESTY THE QUEEN IS WAITING FOR YOU ON THE BALCONY. @PLEASE ASCEND THE STAIRCASE BEYOND THIS DOORWAY.,
C05_Strings_SB/0708_TangerineChat,"THE PLUCKY SQUIRE!! @I'VE READ ALL YOUR BOOKS! THEY'RE JUST THE MOST... @AHEM... @PLEASE CONTINUE ON YOUR WAY, DISTINGUISHED VISITORS.",
C05_Strings_SB/0708_TigerChat,THAT GRUMP HAS ALWAYS HAD DESIGNS ON THIS THRONE.,
C05_Strings_SB/0910_VioletChat_NoThrone,"WOULD YOU LOOK AT THAT... THE QUEEN'S THRONE! @I HAVE ENCOUNTERED A LOT OF CHAIRS... @BUT THAT IS THE FANCIEST ONE I'VE EVER SEEN... ",
C05_Strings_SB/0910_ArtiaGuard_QueenIsWaiting,"GREETINGS, HEROES. @THE QUEEN IS ON THE CASTLE'S BALCONY WAITING TO MEET WITH YOU. BEST NOT KEEP HER WAITING.",
C05_Strings_SB/0910_ArtiaGuardChat_NoEntry,"HALT! @THE QUEEN DOESN'T ALLOW VISITORS TO PROCEED THROUGH THIS DOORWAY.",
C05_Strings_SB/1112_MoonbeardChat_HumgrumpTrouble,"INDEED IT IS, YOUR HIGHNESS. #WITH SOME NEW GREASY TRICKS. @HE HAS A NEW KIND OF METAMAGIC THAT CAN ALLOW PASSAGE IN AND OUT OF OUR BOOK. @HUMGRUMP MAY USE THIS MAGIC TO GAIN POWER OVER OUR LAND. @HE COULD CHANGE THE STORY OF OUR BOOK... FOR THE WORSE! @IF THE STORY GETS WORSE, OUR BOOK COULD BE... PUT AWAY, ON THE SHELF. @IF THAT HAPPENED, THE LIFE FORCE OF THIS LAND WOULD BE UTTERLY DIMINISHED.",
C05_Strings_SB/1112_MoonbeardChat_LocateHumgrump,"JOT AND THRASH... THEY'LL GO LOCATE HUMGRUMP AND ATTEMPT TO STOP ANY TROUBLE HE'S BREWING. @VIOLET AND I WILL BEGIN WORK ON A MAGIC TO COUNTER HUMGRUMP'S METAMAGIC.",
C05_Strings_SB/1112_MoonbeardChat_WorldDestruction,THE STORY OF OUR LIVES WOULD BE FROZEN FOREVER IN A MOST MISERABLE WAY. @WE CANNOT ALLOW THIS TO HAPPEN!,
C05_Strings_SB/1112_MoonbeardChat_YesVioletHelp,"YES, VIOLET, MY GIRL! @WHAT, YOU DON'T THINK YOU'RE CAPABLE? YOUR TALENT IS ESSENTIAL! @VIOLET, THRASH! YOU MUST HAVE MORE FAITH IN YOUR OWN ABILITIES! @WE ARE ALL GOING TO HAVE TO STEP UP IF WE WISH TO STOP HUMGRUMP!",
C05_Strings_SB/1112_QueenChromaChat_Greetings,"MOONBEARD! HOW LOVELY TO SEE YOU AGAIN! @VIOLET, THRASH, PIP... I'M SO HAPPY YOU CAME. @AND JOT... AS ALWAYS... THIS LAND IS INDEBTED TO YOUR BRAVERY AND HEROISM. @THANK YOU FOR ALL THAT YOU HAVE DONE. @MOONBEARD, WHAT CAN YOU TELL ME OF THIS LATEST KERFUFFLE? @IT'S THAT MISCHIEVOUS HUMGRUMP AGAIN, ISN'T IT?",
C05_Strings_SB/1112_QueenChromaChat_HumgrumpPowers,HMMPH! YOU WERE ALWAYS WORRIED THAT HUMGRUMP WOULD DISCOVER THE TRUE NATURE OF MOJO... @AND THAT HE MIGHT USE THAT KNOWLEDGE TO MAGNIFY HIS POWERS.,
C05_Strings_SB/1112_QueenChromaChat_WhatCanBeDone,"INDEED WE CAN'T! @MOONBEARD, OLD FRIEND... WHAT CAN BE DONE?",
C05_Strings_SB/1112_ThrashChat_HereWeGo,"OH, HERE WE GO!",
C05_Strings_SB/1112_ThrashChat_MyHomeLand,"WHOAAHH WHAT A BANGING VIEW! @LOOK... THAT GNARLY MOUNTAIN OVER THERE... THAT'S TRARRG MOUNTAIN, DUDES... MY HUMBLE HOMELAND!",
C05_Strings_SB/1112_ThrashChat_TrarrgInTrouble,SOMETHING GOING ON AT TRARRG??,
C05_Strings_SB/1112_ThrashChat_WhatsThis,"WAIT... WHAT'S THIS?",
C05_Strings_SB/1112_VioletChat_MeHelp,M... ME? @HELP... YOU...?,
C05_Strings_SB/1314_HomelandWorries,WHAT WAS #{150}HAPPENING{100} #IN HIS #{150}HOMELAND?{100},
C05_Strings_SB/1314_ThrashShocked,THRASH #LOOKED #ON IN #{150}SHOCK...{100},
C05_Strings_SB/0304_TiltGauntlets_Tutorial_01,"LET'S TAKE THESE TILT GAUNTLETS FOR A SPIN! YOU SHOULD BE ABLE TO TILT THE BOOK ITSELF WITH {Axis_TiltBook_Negative} {Axis_TiltBook_Positive}.",
C05_Strings_SB/0304_TiltGauntlets_Tutorial_02,LOOK AT THAT! @TINY IS BACK WHERE HE BELONGS! @HEAD BACK INTO THE BOOK TO CHECK IN WITH THE GANG.,
C05_Strings_SB/0304_Umber_10_Remaining,TEN RUBBOINKS REMAINING! @YOU FOUND ONE!,
C05_Strings_SB/0304_Umber_09_Remaining,NINE RUBBOINKS REMAINING! @GOOD GOING!,
C05_Strings_SB/0304_Umber_08_Remaining,"EIGHT RUBBOINKS REMAINING! @IT'S SO NICE TO SEE MY PIGGIES AGAIN...",
C05_Strings_SB/0304_Umber_07_Remaining,SEVEN RUBBOINKS REMAINING! @A HAPPY RUBBOINK IS A WONDERFUL SIGHT!,
C05_Strings_SB/0304_Umber_06_Remaining,SIX RUBBOINKS REMAINING! @THIS ONE LOOKS HAPPY TO BE BACK!,
C05_Strings_SB/0304_Umber_05_Remaining,"FIVE RUBBOINKS REMAINING! @WELCOME BACK, LITTLE PIGGY!",
C05_Strings_SB/0304_Umber_04_Remaining,FOUR RUBBOINKS REMAINING! @MARVELLOUS ROUNDING UP!,
C05_Strings_SB/0304_Umber_03_Remaining,"THREE RUBBOINKS REMAINING! @YOU'RE GETTING THERE!",
C05_Strings_SB/0304_Umber_02_Remaining,"TWO RUBBOINKS REMAINING! @IT'S GETTING LIVELIER IN UMBER FARM!",
C05_Strings_SB/0304_Umber_01_Remaining,"ONE RUBBOINK REMAINING! @THAT'S NEARLY ALL OF THEM!",
C05_Strings_SB/0304_Violet_UmberGuider,HEY! UNCLE UMBER LIVES UP THIS STREET!,
C05_Strings_SB/Desk05_TalkingMinibeard_001,HEY CHUCK. @THE ITEM YOU NEED IS IN THE ATTIC OF THE HOUSE UP THERE. @NICE PLACE. DESIRABLE WINDOW SILL LOCATION. @PROPERTY TAX MUST BE ASTRONOMICAL.,
C05_Strings_SB/Desk05_TalkingMinibeard_002,"ALRIGHT THERE. @THE HOUSE'S DOOR IS LOCKED, SO YOU'LL NEED TO FIND A KEY. @DON'T TRY AND BREAK IN, IT NEVER LOOKS DIGNIFIED.",
C05_Strings_SB/Desk05_TalkingMinibeard_003,"WELCOME. MAKE YOURSELF AT HOME. @ ALSO, HIT FURNITURE. @WHO KNOWS WHAT USEFUL THINGS YOU MIGHT SHAKE OUT.",
C05_Strings_SB/0506_UmberChat_MissingPiggies_10,THERE ARE TEN OF THEM!,
C05_Strings_SB/0506_UmberChat_MissingPiggies_9,THERE ARE NINE OF THEM!,
C05_Strings_SB/0506_UmberChat_MissingPiggies_8,THERE ARE EIGHT OF THEM!,
C05_Strings_SB/0506_UmberChat_MissingPiggies_7,THERE ARE SEVEN OF THEM!,
C05_Strings_SB/0506_UmberChat_MissingPiggies_6,THERE ARE SIX OF THEM!,
C05_Strings_SB/0506_UmberChat_MissingPiggies_5,THERE ARE FIVE OF THEM!,
C05_Strings_SB/0506_UmberChat_MissingPiggies_4,THERE ARE FOUR OF THEM!,
C05_Strings_SB/0506_UmberChat_MissingPiggies_3,THERE ARE THREE OF THEM!,
C05_Strings_SB/0708_CanaryChat_2,"HEY, DON'T GO WANDERING INTO RESTRICTED AREAS! @THEY'LL MAKE ME DO 1000 PUSHUPS AGAIN!",
C06_Strings_SB/0102_ChapterNumber,CHAPTER SIX,
C06_Strings_SB/0102_ChapterTitle,VERY METAL,
C06_Strings_SB/0102a_TrarrgMountain,TRARRG MOUNTAIN,
C06_Strings_SB/0304_ExplosiveDevelopment,OUR HEROES REFLECTED UPON THIS RATHER {150}EXPLOSIVE DEVELOPMENT...,
C06_Strings_SB/0304_Investigate,AND DECIDED THAT JOT AND THRASH SHOULD INVESTIGATE {150}AT ONCE.,
C06_Strings_SB/0506_BracingTrek,"AFTER A BRACING TREK ACROSS THE WILDS OF MOJO, JOT AND THRASH ARRIVED...",
C06_Strings_SB/0506_TrarrgMountain,AT {200}TRARRG MOUNTAIN!,
C06_Strings_SB/0708_Ascending,ASCENDING TO THE {175}TOP,
C06_Strings_SB/0708_Bother,OF ALL THIS BOTHER.,
C06_Strings_SB/0708_Bottom,TO GET TO THE {175}BOTTOM,
C06_Strings_SB/0708_ScaleSlopes,THEY PROCEEDED TO {200}SCALE {100}ITS {200}SLOPES,
C06_Strings_SB/0910_AfterAGoodClimb,AFTER A GOOD CLIMB THEY ARRIVED#{80}...AT A {150}LOFTY PLATEAU,
C06_Strings_SB/0910_BacktAtANormal,"AHHH... BACK AT A NORMAL ELEVATION. FEELS GOOD DUDE! @LET'S PRESS ON TO MY VILLAGE, IT'S STILL A WAYS UP THESE SLOPES.",
C06_Strings_SB/0910_Rif_ItsARockBunny_1,"GREETINGS, MATE!",
C06_Strings_SB/0910_Rif_ItsARockBunny_2,BAD BUSINESS! MEN WITH POINTY STICKS! BIG MACHINES! @ALL AT THE TOP OF THE MOUNTAIN... @AT YOUR VILLAGE!,
C06_Strings_SB/0910_Thrash_ItsARockBunny_2,"LITTLE BUDDY, WHAT'S BEEN GOING ON AT TRARRG?",
C06_Strings_SB/0910_Thrash_ItsARockBunny_3,"THANKS BUNNY DUDE. WE'RE HEADING THAT WAY!",
C06_Strings_SB/0910_Trash_ItsARockBunny,"HEY YO, IT'S A ROCK BUNNY!",
C06_Strings_SB/1112_Thrash_Blocked_1,HMM... BLOCKED! @AND IT WAS GOING SO SMOOTHLY...,
C06_Strings_SB/1112_Thrash_Opened_1,"DUDE, YOU NEVER FAIL TO IMPRESS.",
C06_Strings_SB/1314_Moonbeard_EntryChat_1,HELLO... HELLO?,
C06_Strings_SB/1314_Moonbeard_EntryChat_2,"STRONG RUNETOOTH COVERAGE ON THE MOUNTAIN, IT SEEMS. I'M GETTING FOUR BARS! @LOOKS LIKE THERE ARE EXPLOSIVE CANNON PORTALS IN THESE PARTS. @HANDY FOR LAUNCHING YOU PLACES, JOT. @GO NOW... LAUNCH YOUR BODY! BE A CANNON BALL! @MOONBEARD OUT.",
C06_Strings_SB/1314_Thrash_EntryChat_1,HEY MOONBEARD!,
C06_Strings_SB/1314_Krong_1_IsThatYou,"IS... IS THAT YOU, THRASH... ? @BY TRARRG, IT HAS BEEN MANY A YEAR...",
C06_Strings_SB/1314_Krong_2_BadBusiness,"HUMGRUMP'S TROOPS... THEY HIT US WITH A SNEAK ATTACK! @THEY BLASTED THE MOUNTAIN TOP AND NOW THEY'RE MINING OUR METAL UP THERE... @I TRIED TO DEFEND THE VILLAGE... THE TROOPS GRABBED ME AND THREW ME DOWN HERE. @IT TOOK TWENTY OF 'EM THOUGH, LAD! OLD KRONG BUSTED MANY A HEAD... @THRASH... BOY... THEY'VE IMPRISONED THE VILLAGERS... YOUR PARENTS... @IT'S UP TO YOU NOW TO SAVE THEM!",
C06_Strings_SB/1314_Krong_3_EndIsNear,"NEPHEW... CAN'T YOU SEE THE CRATER OVER THERE? I HIT THE GROUND PRETTY HARD, Y'KNOW. @NOPE, THE END IS NEAR FOR ME... IT'S TIME FOR ME TO ASCEND... TO TROLLHALLA. @LISTEN TO ME. @AS A YOUNG ONE, YOU SHIED AWAY FROM THE WAY... OF THE METAL WARRIOR. @BUT... YOUR PARENTS AND I... WE ALWAYS SAW POTENTIAL IN YOU.",
C06_Strings_SB/1314_Krong_4_TrarrgNeedsYou,THRASH... TRARRG NEEDS YOU... TO HARNESS THAT POTENTIAL. @I KNOW... YOU... CAN DO IT...,
C06_Strings_SB/1314_Thrash_1_Krong,KRONG!,
C06_Strings_SB/1314_Thrash_2_WhatHappened,GREAT UNCLE KRONG... WHAT HAPPENED TO YOU??,
C06_Strings_SB/1314_Thrash_3_ByOurSide,"WITH YOU BY OUR SIDE, KRONG!",
C06_Strings_SB/1314_Thrash_4_RestInGlory,"GREAT UNCLE KRONG... REST IN GLORY. @WE'LL SAVE THE VILLAGE, YOU CAN BET ON IT.",
C06_Strings_SB/1314_Thrash_5_KickHumgrump,"JOT, DUDE... LET'S ROLL ON!",
C06_Strings_SB/1920_Droob_Blocked_1,"NO CAN DO. NO ONE ASCEND BEYOND HERE. @... @UNLESS YOU HAD A PASS. @IF YOU HAVE A PASS, THEN YEAH... SURE THING, GO AHEAD.",
C06_Strings_SB/1920_Thrash_Blocked_1,BLOCKED AGAIN! LET ME HANDLE THIS...,
C06_Strings_SB/1920_Thrash_Blocked_2,"YO, GOOD SIR... COULD YOU KINDLY OPEN THE GATES? @WE HAVE MAJORLY IMPORTANT BUSINESS TO ATTEND TO - FORTHWITH.",
C06_Strings_SB/1920_Thrash_Blocked_3,"A PASS... HUH... @I DON'T HAVE ONE, JOT... @I GUESS WE COULD RUMMAGE AROUND IN THE BUSHES, MAYBE SOMEONE DROPPED ONE AROUND HERE... @US MOUNTAIN TROLLS CAN BE A BIT CLUMSY, IF I'M BEING TRUTHFUL...",
C06_Strings_SB/1920_Droop_Complete_1,YOU MAY ASCEND. @TRARRGSPEED.,
C06_Strings_SB/1920_Droop_Locked_1,"LIKE I SAID... NO PASS, NO ACCESS.",
C06_Strings_SB/1920_Thrash_Exit_1,"DUDE! YOU'RE BACK FROM ANOTHER JOT JAUNT! @AND... HEY, YOU'VE GOT A PASS! METAL. @LET'S OPEN THOSE GATES!",
C06_Strings_SB/1920_Halfway,OUR HEROES#WERE NOW#{175}HALF WAY{100}#UP THE MOUNTAIN,
C06_Strings_SB/1920a_Lick_Entry_1,"YOU LOOK FOR PASS? WE GOT PASS. @LOCKED IN RED CHEST, MATE.",
